0,0,2.65971905305977e-81
10,0,5.85842107460167e-77
20,0,1.29040311411288e-72
30,0,2.84230200545192e-68
40,0,6.26058679015973e-64
50,0,1.37898600788873e-59
60,0,3.0374188134278e-55
70,0,6.69036015984699e-51
80,0,1.47364989215808e-46
90,0,3.24592989431405e-42
100,0,7.1496363789449e-38
110,0,1.57481221146136e-33
120,0,3.46875473089975e-29
130,0,7.64044074307373e-25
140,0,1.68291906684563e-20
150,0,3.70687592612739e-16
160,0,8.16493743625312e-12
170,0,1.79775381728255e-07
180,0,0.00097925613769486
190,0,0.0869977524961328
200,0,0.675877154984515
210,0,0.978409145086925
220,0,0.999544195291886
230,0,0.999999405667675
240,0,0.999999999972932
250,0,0.999999999999999
260,0,1
270,0,1
280,0,1
290,0,1
300,0,1
0,10,3.74245409946842e-81
10,10,8.24330372105753e-77
20,10,1.81570847448077e-72
30,10,3.99936406064913e-68
40,10,8.80918556828673e-64
50,10,1.94035224599974e-59
60,10,4.27391023763896e-55
70,10,9.41391376594289e-51
80,10,2.07355249560802e-46
90,10,4.56730331182461e-42
100,10,1.00601550172412e-37
110,10,2.21589660377717e-33
120,10,4.88083707479262e-29
130,10,1.07507590877944e-24
140,10,2.36801227315514e-20
150,10,5.21589413362755e-16
160,10,1.14887710873234e-11
170,10,2.52918841315026e-07
180,10,0.00120128441531756
190,10,0.111955137558901
200,10,0.764741530801539
210,10,0.99299918291643
220,10,0.999967367958925
230,10,0.999999998367025
240,10,0.999999999999926
250,10,1
260,10,1
270,10,1
280,10,1
290,10,1
300,10,1
0,20,1.02008634915289e-80
10,20,2.24688970773655e-76
20,20,4.94910392921623e-72
30,20,1.09011268411825e-67
40,20,2.40113297492155e-63
50,20,5.28884733408922e-59
60,20,1.16494614898271e-54
70,20,2.56596465033595e-50
80,20,5.65191326013081e-46
90,20,1.24491674099486e-41
100,20,2.74211160129055e-37
110,20,6.0399027391369e-33
120,20,1.33037711087558e-28
130,20,2.93035059268948e-24
140,20,6.45452670966672e-20
150,20,1.42170411791772e-15
160,20,3.13151153356126e-11
170,20,6.88895384769213e-07
180,20,0.00228926476635059
190,20,0.2013633727977
200,20,0.90520067497014
210,20,0.999289544100921
220,20,0.999999039181345
230,20,0.999999999956123
240,20,0.999999999999998
250,20,1
260,20,1
270,20,1
280,20,1
290,20,1
300,20,1
0,30,1.86183665881499e-78
10,30,4.10096814809056e-74
20,30,9.03298346395087e-70
30,30,1.98964701293768e-65
40,30,4.38248918742113e-61
50,30,9.65307481828417e-57
60,30,2.12623122299646e-52
70,30,4.68333593051817e-48
80,30,1.03157338679148e-43
90,30,2.27219159189955e-39
100,30,5.0048350378223e-35
110,30,1.10238827769243e-30
120,30,2.42817176911882e-26
130,30,5.3484042416411e-22
140,30,1.17806443085303e-17
150,30,2.59485958672946e-13
160,30,5.71544716245843e-09
170,30,9.09612095576403e-05
180,30,0.0186329642766089
190,30,0.543934655570127
200,30,0.990283228241363
210,30,0.999934185804546
220,30,0.999999993916599
230,30,0.999999999999724
240,30,1
250,30,1
260,30,1
270,30,1
280,30,1
290,30,1
300,30,1
0,40,5.15176451314801e-73
10,40,1.13475164831754e-68
20,40,2.49945683672668e-64
30,40,5.50542005197559e-60
40,40,1.21264946460883e-55
50,40,2.67103819532971e-51
60,40,5.88335314460522e-47
70,40,1.29589476798415e-42
80,40,2.85439817806723e-38
90,40,6.28723038339565e-34
100,40,1.38485464983934e-29
110,40,3.05034535754652e-25
120,40,6.71883276803459e-21
130,40,1.47992140145965e-16
140,40,3.25974372781029e-12
150,40,7.17594137325865e-08
160,40,0.000228585147288423
170,40,0.0158738967150242
180,40,0.366619673066035
190,40,0.957146113638955
200,40,0.999697721814817
210,40,0.999999971075334
220,40,0.999999999998687
230,40,1
240,40,1
250,40,1
260,40,1
270,40,1
280,40,1
290,40,1
300,40,1
0,50,2.79802479036665e-66
10,50,6.16305973380322e-62
20,50,1.35750424417968e-57
30,50,2.99010208007284e-53
40,50,6.58613811897049e-49
50,50,1.45069345997376e-44
60,50,3.19536498748619e-40
70,50,7.03825975987875e-36
80,50,1.55027987855935e-31
90,50,3.41471867174647e-27
100,50,7.52141840221114e-23
110,50,1.65670265164732e-18
120,50,3.64913042826775e-14
130,50,8.03771555697568e-10
140,50,1.64352636453543e-05
150,50,0.0042403744006751
160,50,0.101081471413471
170,50,0.625898989585997
180,50,0.973265168773486
190,50,0.999446766747143
200,50,0.999999903777179
210,50,0.99999999999563
220,50,1
230,50,1
240,50,1
250,50,1
260,50,1
270,50,1
280,50,1
290,50,1
300,50,1
0,60,2.47979568183342e-57
10,60,5.46211347640132e-53
20,60,1.20311055655306e-48
30,60,2.65002735212869e-44
40,60,5.83707368269649e-40
50,60,1.28570103813681e-35
60,60,2.83194499388679e-31
70,60,6.23777395406214e-27
80,60,1.37396114634886e-22
90,60,3.02635081934464e-18
100,60,6.66598127988643e-14
110,60,1.46827692526476e-09
120,60,3.09087504912578e-05
130,60,0.00765756667218615
140,60,0.158764474311585
150,60,0.689588097275277
160,60,0.968467320320256
170,60,0.998483027737081
180,60,0.999892483590333
190,60,0.999999987512403
200,60,0.999999999999433
210,60,1
220,60,1
230,60,1
240,60,1
250,60,1
260,60,1
270,60,1
280,60,1
290,60,1
300,60,1
0,70,2.90443150743576e-40
10,70,6.39743612518927e-36
20,70,1.40912907985942e-31
30,70,3.10381334779908e-27
40,70,6.8366038538761e-23
50,70,1.50586220940044e-18
60,70,3.31688224390341e-14
70,70,7.30588043463498e-10
80,70,1.44252666645868e-05
90,70,0.000734489296147159
100,70,0.00483125731083305
110,70,0.0917509059908143
120,70,0.558533403529783
130,70,0.945738069540779
140,70,0.99706993814977
150,70,0.999783419832203
160,70,0.999998624255222
170,70,0.999999999937051
180,70,0.999999999999997
190,70,1
200,70,1
210,70,1
220,70,1
230,70,1
240,70,1
250,70,1
260,70,1
270,70,1
280,70,1
290,70,1
300,70,1
0,80,2.34845530373961e-25
10,80,5.1728170418453e-21
20,80,1.13938877634935e-16
30,80,2.50967075996618e-12
40,80,5.52641613514755e-08
50,80,0.000182627303551952
60,80,0.00118728515415609
70,80,0.00821981877413456
80,80,0.0789976632090455
90,80,0.450309462698332
100,80,0.912439694214643
110,80,0.996715804716062
120,80,0.999966994905793
130,80,0.999999998110329
140,80,0.999999999999914
150,80,1
160,80,1
170,80,1
180,80,1
190,80,1
200,80,1
210,80,1
220,80,1
230,80,1
240,80,1
250,80,1
260,80,1
270,80,1
280,80,1
290,80,1
300,80,1
0,90,3.55943649658982e-21
10,90,7.84018062408897e-17
20,90,1.72691468750582e-12
30,90,3.80301100449072e-08
40,90,0.000194513212150515
50,90,0.0096814616245638
60,90,0.132946502397684
70,90,0.622389103729007
80,90,0.964147467432992
90,90,0.998944916151496
100,90,0.999998820959853
110,90,0.999999999945961
120,90,0.999999999999998
130,90,1
140,90,1
150,90,1
160,90,1
170,90,1
180,90,1
190,90,1
200,90,1
210,90,1
220,90,1
230,90,1
240,90,1
250,90,1
260,90,1
270,90,1
280,90,1
290,90,1
300,90,1
0,100,8.45971782342521e-19
10,100,1.86337685263458e-14
20,100,4.10435680127339e-10
30,100,8.85985255358245e-06
40,100,0.00941091655792174
50,100,0.320415386668777
60,100,0.902469203499862
70,100,0.997123844611224
80,100,0.999987550133603
90,100,0.99999999941023
100,100,0.999999999999973
110,100,1
120,100,1
130,100,1
140,100,1
150,100,1
160,100,1
170,100,1
180,100,1
190,100,1
200,100,1
210,100,1
220,100,1
230,100,1
240,100,1
250,100,1
260,100,1
270,100,1
280,100,1
290,100,1
300,100,1
0,110,7.2370351793806e-17
10,110,1.59406307512393e-12
20,110,3.51100134808092e-08
30,110,0.000494476315503152
40,110,0.181561727716552
50,110,0.922288026180195
60,110,0.998766859000724
70,110,0.999998993082801
80,110,0.999999999954169
90,110,0.999999999999998
100,110,1
110,110,1
120,110,1
130,110,1
140,110,1
150,110,1
160,110,1
170,110,1
180,110,1
190,110,1
200,110,1
210,110,1
220,110,1
230,110,1
240,110,1
250,110,1
260,110,1
270,110,1
280,110,1
290,110,1
300,110,1
0,120,2.8819675203077e-15
10,120,6.3479555651341e-11
20,120,1.39660688901289e-06
30,120,0.00876714251991794
40,120,0.63014020165787
50,120,0.996677039484977
60,120,0.999987903773493
70,120,0.999999999388573
80,120,0.999999999999972
90,120,1
100,120,1
110,120,1
120,120,1
130,120,1
140,120,1
150,120,1
160,120,1
170,120,1
180,120,1
190,120,1
200,120,1
210,120,1
220,120,1
230,120,1
240,120,1
250,120,1
260,120,1
270,120,1
280,120,1
290,120,1
300,120,1
0,130,1.68984346870405e-13
10,130,3.72206217610787e-09
20,130,6.14038082769304e-05
30,130,0.0470447832829148
40,130,0.854877972994124
50,130,0.999546102032595
60,130,0.999999837214944
70,130,0.999999999992601
80,130,1
90,130,1
100,130,1
110,130,1
120,130,1
130,130,1
140,130,1
150,130,1
160,130,1
170,130,1
180,130,1
190,130,1
200,130,1
210,130,1
220,130,1
230,130,1
240,130,1
250,130,1
260,130,1
270,130,1
280,130,1
290,130,1
300,130,1
0,140,2.31793982041163e-12
10,140,5.10420896381203e-08
20,140,0.000315699089702038
30,140,0.108024744680559
40,140,0.913308470509581
50,140,0.999705534132712
60,140,0.999999977844691
70,140,0.999999999998994
80,140,1
90,140,1
100,140,1
110,140,1
120,140,1
130,140,1
140,140,1
150,140,1
160,140,1
170,140,1
180,140,1
190,140,1
200,140,1
210,140,1
220,140,1
230,140,1
240,140,1
250,140,1
260,140,1
270,140,1
280,140,1
290,140,1
300,140,1
0,150,1.02225528946794e-11
10,150,2.24935266501434e-07
20,150,0.000882645720423991
30,150,0.161229844761349
40,150,0.930246753442364
50,150,0.999772707973073
60,150,0.999999985806798
70,150,0.999999999999356
80,150,1
90,150,1
100,150,1
110,150,1
120,150,1
130,150,1
140,150,1
150,150,1
160,150,1
170,150,1
180,150,1
190,150,1
200,150,1
210,150,1
220,150,1
230,150,1
240,150,1
250,150,1
260,150,1
270,150,1
280,150,1
290,150,1
300,150,1
0,160,2.49264589730414e-11
10,160,5.48015944336013e-07
20,160,0.00199680035012531
30,160,0.195302246521583
40,160,0.936397031322053
50,160,0.999793389230092
60,160,0.999999987201769
70,160,0.999999999999419
80,160,1
90,160,1
100,160,1
110,160,1
120,160,1
130,160,1
140,160,1
150,160,1
160,160,1
170,160,1
180,160,1
190,160,1
200,160,1
210,160,1
220,160,1
230,160,1
240,160,1
250,160,1
260,160,1
270,160,1
280,160,1
290,160,1
300,160,1
0,170,4.89257475482869e-11
10,170,1.07520827348599e-06
20,170,0.00330614817779538
30,170,0.21466570913095
40,170,0.938981223215004
50,170,0.999799941119545
60,170,0.99999998763004
70,170,0.999999999999438
80,170,1
90,170,1
100,170,1
110,170,1
120,170,1
130,170,1
140,170,1
150,170,1
160,170,1
170,170,1
180,170,1
190,170,1
200,170,1
210,170,1
220,170,1
230,170,1
240,170,1
250,170,1
260,170,1
270,170,1
280,170,1
290,170,1
300,170,1
0,180,9.78581550485006e-11
10,180,2.14769659749713e-06
20,180,0.00440976663104954
30,180,0.225294344791854
40,180,0.940162101768855
50,180,0.99980244636086
60,180,0.999999987795406
70,180,0.999999999999446
80,180,1
90,180,1
100,180,1
110,180,1
120,180,1
130,180,1
140,180,1
150,180,1
160,180,1
170,180,1
180,180,1
190,180,1
200,180,1
210,180,1
220,180,1
230,180,1
240,180,1
250,180,1
260,180,1
270,180,1
280,180,1
290,180,1
300,180,1
0,190,2.04512346817299e-10
10,190,4.45607025220719e-06
20,190,0.00518530393044262
30,190,0.231115026582756
40,190,0.940727944785057
50,190,0.999803527535438
60,190,0.99999998786629
70,190,0.999999999999449
80,190,1
90,190,1
100,190,1
110,190,1
120,190,1
130,190,1
140,190,1
150,190,1
160,190,1
170,190,1
180,190,1
190,190,1
200,190,1
210,190,1
220,190,1
230,190,1
240,190,1
250,190,1
260,190,1
270,190,1
280,190,1
290,190,1
300,190,1
0,200,4.15990300025765e-10
10,200,8.913283016616e-06
20,200,0.00571829061090155
30,200,0.234322926166281
40,200,0.941007365772863
50,200,0.999804031606572
60,200,0.999999987898583
70,200,0.999999999999451
80,200,1
90,200,1
100,200,1
110,200,1
120,200,1
130,200,1
140,200,1
150,200,1
160,200,1
170,200,1
180,200,1
190,200,1
200,200,1
210,200,1
220,200,1
230,200,1
240,200,1
250,200,1
260,200,1
270,200,1
280,200,1
290,200,1
300,200,1
